ID,Aname,AisMale,Aage,Aheight,Aweight,AtimePro,AtimeUFC,Awins,Alosses,AwinStk,AwinGra,AwinDec,AwinOtr,AlossStk,AlossGra,AlossDec,AlossOtr,Al3Wins,Al3Losses,Al3WinStk,Al3WinGra,Al3WinDec,Al3WinOtr,Al3LossStk,Al3LossGra,Al3LossDec,Al3LossOtr,AufcCount,AavgLength,Astreak,Bname,BisMale,Bage,Bheight,Bweight,BtimePro,BtimeUFC,Bwins,Blosses,BwinStk,BwinGra,BwinDec,BwinOtr,BlossStk,BlossGra,BlossDec,BlossOtr,Bl3Wins,Bl3Losses,Bl3WinStk,Bl3WinGra,Bl3WinDec,Bl3WinOtr,Bl3LossStk,Bl3LossGra,Bl3LossDec,Bl3LossOtr,BufcCount,BavgLength,Bstreak,Event,Result,ResultBy,ResultIn
Dennis Bermudez vs. Tommy Hayden | UFC 150 - Henderson vs. Edgar 2,Tommy Hayden,1,9650,69,155,1603,204,8,1,2,5,0,1,0,1,0,0,2,1,0,1,0,1,0,1,0,0,1,249,-1,Dennis Bermudez,1,9373,66,145,1009,252,8,3,3,1,4,0,0,3,0,0,1,2,0,0,1,0,0,2,0,0,2,429,1,UFC 150 - Henderson vs. Edgar 2,0,2,1
Louis Gaudinot vs. Tim Elliott | UFC 164 - Henderson vs. Pettis 2,Louis Gaudinot,1,10595,63,125,1597,637,6,2,2,2,2,0,1,0,1,0,2,1,0,2,0,0,1,0,0,0,2,488,1,Tim Elliott,1,9747,67,125,1576,483,9,3,2,1,2,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,2,499,1,UFC 164 - Henderson vs. Pettis 2,0,0,0
Fabio Maldonado vs. Stipe Miocic | UFC - The Ultimate Fighter Brazil 3 Finale,Stipe Miocic,1,11608,76,245,1561,966,11,1,8,0,3,0,1,0,0,0,2,1,0,0,2,0,1,0,0,0,6,448,2,Fabio Maldonado,1,12493,73,227,4999,1323,21,6,12,1,5,0,1,2,3,0,3,0,0,0,3,0,0,0,0,0,7,532,3,UFC - The Ultimate Fighter Brazil 3 Finale,1,1,1
Jon Fitch vs. Roan Carneiro | UFC Fight Night 10 - Stout vs. Fisher 2,Jon Fitch,1,10700,72,170,1795,617,16,2,7,3,6,0,1,1,0,0,3,0,1,1,1,0,0,0,0,0,5,508,13,Roan Carneiro,1,10602,71,170,2514,68,11,5,1,3,4,0,3,0,1,0,2,1,0,1,1,0,0,0,1,0,1,395,1,UFC Fight Night 10 - Stout vs. Fisher 2,1,2,1
Jocelyn Jones-Lybarger vs. Tecia Torres | UFC 194 - Aldo vs. McGregor,Tecia Torres,0,9614,61,115,1162,365,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,900,6,Jocelyn Jones-Lybarger,0,11026,67,115,1232,0,6,1,0,1,5,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,861,4,UFC 194 - Aldo vs. McGregor,1,0,0
Eric Schafer vs. Michael Bisping | UFC 66 - Liddell vs. Ortiz 2,Michael Bisping,1,10167,74,185,994,189,11,0,6,3,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,245,11,Eric Schafer,1,10693,75,185,3108,126,7,1,1,4,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,1,390,4,UFC 66 - Liddell vs. Ortiz 2,1,1,1
Alexa Grasso vs. Heather Clark | UFC Fight Night 98 - Dos Anjos vs. Ferguson,Alexa Grasso,0,8489,65,115,1417,0,8,0,4,0,4,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,456,8,Heather Clark,0,13196,66,115,2388,694,7,5,2,3,2,0,1,0,4,0,2,1,0,0,2,0,0,0,1,0,2,588,-1,UFC Fight Night 98 - Dos Anjos vs. Ferguson,1,0,0
Jason MacDonald vs. Joe Doerksen | UFC 83 - Serra vs. St. Pierre 2,Jason MacDonald,1,12009,74,185,3045,557,19,9,2,16,1,0,3,2,3,0,1,2,1,0,0,0,1,0,1,0,5,445,-1,Joe Doerksen,1,11179,72,186,3360,1337,39,11,7,29,3,0,4,3,4,0,1,2,1,0,0,0,2,0,0,0,5,346,-2,UFC 83 - Serra vs. St. Pierre 2,1,1,1
Keith Jardine vs. Thiago Silva | UFC 102 - Couture vs. Nogueira,Keith Jardine,1,12356,74,185,2932,1393,15,5,7,2,6,0,3,0,2,0,1,2,0,0,1,0,1,0,1,0,10,462,-1,Thiago Silva,1,9787,73,223,1449,826,13,1,10,1,1,0,1,0,0,0,2,1,2,0,0,0,1,0,0,0,5,282,-1,UFC 102 - Couture vs. Nogueira,0,1,1
Drew Fickett vs. Kurt Pellegrino | UFC 61 - Bitter Rivals,Drew Fickett,1,9693,70,151,2649,1092,28,4,4,17,7,0,1,2,1,0,2,1,0,2,0,0,0,1,0,0,5,430,-1,Kurt Pellegrino,1,9924,68,155,1407,0,8,1,1,5,2,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,276,5,UFC 61 - Bitter Rivals,1,2,1
Seth Baczynski vs. Simeon Thoresen | UFC 152 - Jones vs. Belfort,Seth Baczynski,1,11289,75,185,2402,826,16,6,5,10,1,0,1,3,2,0,3,0,0,2,1,0,0,0,0,0,4,311,5,Simeon Thoresen,1,10419,73,170,2226,161,17,2,1,15,1,0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,1,305,3,UFC 152 - Jones vs. Belfort,1,1,1
Joe Riggs vs. Patrick Cote | UFC 186 - Johnson vs. Horiguchi,Joe Riggs,1,11902,72,170,4959,3899,40,15,29,7,4,0,7,6,2,0,2,1,1,0,1,0,1,0,0,0,9,287,-1,Patrick Cote,1,12839,71,170,4556,3837,20,9,8,3,8,1,1,3,5,0,2,1,0,0,2,0,0,0,1,0,16,584,-1,UFC 186 - Johnson vs. Horiguchi,0,0,0
Johnny Eduardo vs. Matthew Lopez | UFC 212 - Aldo vs. Holloway,Johnny Eduardo,1,13453,67,135,7519,2107,28,10,6,13,7,0,0,8,2,0,2,1,2,0,0,0,0,1,0,0,5,434,1,Matthew Lopez,1,11091,67,135,1470,325,9,1,3,4,2,0,0,1,0,0,2,1,0,1,1,0,0,1,0,0,2,360,1,UFC 212 - Aldo vs. Holloway,0,1,1
Lipeng Zhang vs. Sai Wang | UFC - The Ultimate Fighter China Finale,Lipeng Zhang,1,8757,71,170,1778,0,7,7,1,3,1,0,0,5,2,0,1,2,1,0,0,0,0,1,1,0,0,341,1,Sai Wang,1,10271,72,185,1805,0,7,4,4,3,0,0,1,1,1,1,2,1,2,0,0,0,0,0,0,1,0,420,1,UFC - The Ultimate Fighter China Finale,1,0,0
Francisco Trinaldo vs. Ross Pearson | UFC Fight Night 81 - Dillashaw vs. Cruz,Francisco Trinaldo,1,13660,68,155,3536,1303,18,4,6,5,7,0,0,2,2,0,3,0,1,0,2,0,0,0,0,0,11,525,4,Ross Pearson,1,11435,68,155,4053,2402,18,9,7,5,5,0,3,2,4,0,2,1,1,0,1,0,0,0,1,0,17,531,1,UFC Fight Night 81 - Dillashaw vs. Cruz,1,0,0
Chad Mendes vs. Jose Aldo | UFC 179 - Aldo vs. Mendes 2,Jose Aldo,1,10273,67,145,3728,1274,24,1,15,1,8,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,6,613,17,Chad Mendes,1,10769,66,145,2220,1358,16,1,6,2,8,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,8,526,5,UFC 179 - Aldo vs. Mendes 2,1,0,0
Carlos Diego Ferreira vs. Ramsey Nijem | UFC 177 - Dillashaw vs. Soto,Carlos Diego Ferreira,1,10816,69,155,1233,63,10,0,0,6,4,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,553,10,Ramsey Nijem,1,9647,71,155,2325,1183,9,4,3,2,4,0,2,2,0,0,2,1,1,0,1,0,0,1,0,0,8,425,2,UFC 177 - Dillashaw vs. Soto,1,1,1
Amir Sadollah vs. Johny Hendricks | UFC 101 - Declaration,Amir Sadollah,1,10573,71,170,413,413,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,1,Johny Hendricks,1,9462,69,185,680,0,5,0,3,1,1,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,481,5,UFC 101 - Declaration,0,1,1
Daniel Omielanczuk vs. Stefan Struve | UFC 204 - Bisping vs. Henderson 2,Stefan Struve,1,10460,84,265,4221,2786,27,8,6,16,2,0,5,1,1,0,2,1,1,0,1,0,0,0,1,0,17,250,1,Daniel Omielanczuk,1,12457,72,252,2548,1113,19,5,3,9,6,0,0,0,5,0,3,0,1,0,1,0,0,0,0,0,6,536,3,UFC 204 - Bisping vs. Henderson 2,1,2,1
Carls John de Tomas vs. Naoki Inoue | UFC Fight Night 111 - Holm vs. Correia,Naoki Inoue,1,7308,68,125,867,0,10,0,0,7,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,314,10,Carls John de Tomas,1,7598,65,135,1723,0,6,0,0,3,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,700,6,UFC Fight Night 111 - Holm vs. Correia,1,0,0
Joe Doerksen vs. Joe Riggs | UFC 49 - Unfinished Business,Joe Riggs,1,8003,72,170,1060,0,18,4,15,2,1,0,1,2,1,0,3,0,3,0,0,0,0,0,0,0,0,217,5,Joe Doerksen,1,9842,72,186,2023,0,27,5,4,21,2,0,1,2,2,0,3,0,0,1,2,0,0,0,0,0,0,249,10,UFC 49 - Unfinished Business,1,1,1
Anthony Perosh vs. Nick Penner | UFC on FX 2 - Alves vs. Kampmann,Anthony Perosh,1,14542,75,205,3017,2065,12,6,3,9,0,0,4,0,2,0,2,1,0,2,0,0,1,0,0,0,5,313,2,Nick Penner,1,11665,72,205,1653,0,11,1,5,4,2,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,0,451,8,UFC on FX 2 - Alves vs. Kampmann,1,1,1
Gary Goodridge vs. Mark Schultz | UFC 9 - Motor City Madness,Mark Schultz,1,12987,70,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gary Goodridge,1,11078,75,240,91,91,2,1,2,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,0,0,3,159,-1,UFC 9 - Motor City Madness,1,1,1
Fabricio Camoes vs. Melvin Guillard | UFC 148 - Silva vs. Sonnen 2,Fabricio Camoes,1,12250,69,155,5491,959,14,6,4,6,3,0,2,3,1,0,3,0,1,1,1,0,0,0,0,0,3,404,3,Melvin Guillard,1,10692,69,170,3521,2436,29,10,19,2,8,0,0,9,1,0,1,2,1,0,0,0,0,2,0,0,16,397,-2,UFC 148 - Silva vs. Sonnen 2,0,0,0
David Abbott vs. Steve Nelmark | UFC - Ultimate Ultimate 1996,Steve Nelmark,1,1544,72,250,204,204,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445,1,David Abbott,1,11548,72,250,512,512,4,3,2,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,7,482,-1,UFC - Ultimate Ultimate 1996,0,1,1
Chris Indich vs. Richard Walsh | UFC - The Ultimate Fighter Nations Finale,Richard Walsh,1,9267,72,170,1783,0,7,1,4,1,2,0,0,1,0,0,3,0,2,0,1,0,0,0,0,0,0,368,5,Chris Indich,1,9856,70,170,1963,0,6,1,3,2,0,1,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,270,4,UFC - The Ultimate Fighter Nations Finale,1,0,0
John Moraga vs. Matheus Nicolau Pereira | UFC  - The Ultimate Fighter 23 Finale,John Moraga,1,11798,66,125,2435,1434,16,4,2,8,6,0,1,1,2,0,2,1,0,2,0,0,0,0,1,0,8,629,-1,Matheus Nicolau Pereira,1,8584,66,125,2162,244,11,1,4,4,3,0,1,0,0,0,3,0,2,1,0,0,0,0,0,0,1,571,4,UFC  - The Ultimate Fighter 23 Finale,0,0,0
Derek Brunson vs. Lyoto Machida | UFC Fight Night 119 - Brunson vs. Machida,Derek Brunson,1,12351,73,186,2716,1764,17,5,10,3,4,0,3,0,2,0,1,2,1,0,0,0,1,0,1,0,11,352,1,Lyoto Machida,1,14396,73,185,5293,3920,22,7,9,2,11,0,2,2,3,0,1,2,1,0,0,0,1,1,0,0,21,700,-2,UFC Fight Night 119 - Brunson vs. Machida,1,1,1
Marco Ruas vs. Maurice Smith | UFC 21 - Return of the Champions,Marco Ruas,1,14053,73,210,5341,1407,8,2,2,6,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,0,5,767,-1,Maurice Smith,1,13729,74,206,1872,719,5,9,4,0,1,0,0,5,1,0,1,2,1,0,0,0,0,0,1,0,4,456,-2,UFC 21 - Return of the Champions,0,1,1
Aljamain Sterling vs. Jimmie Rivera | UFC on ESPN 1 - Ngannou vs. Velasquez,Jimmie Rivera,1,10825,64,135,3810,1310,22,2,4,2,16,0,1,0,1,0,2,1,0,0,2,0,1,0,0,0,7,777,1,Aljamain Sterling,1,10793,67,135,2858,1821,16,3,2,7,7,0,1,0,2,0,2,1,0,1,1,0,1,0,0,0,11,701,2,UFC on ESPN 1 - Ngannou vs. Velasquez,0,0,0
John Halverson vs. Jorge Gurgel | UFC 82 - Pride of a Champion,John Halverson,1,12958,69,155,1960,392,16,5,9,4,1,0,2,0,0,0,3,0,1,2,0,0,0,0,0,0,1,117,3,Jorge Gurgel,1,11358,69,154,2177,612,11,3,0,9,2,0,0,1,2,0,2,1,0,0,2,0,0,0,1,0,4,478,-1,UFC 82 - Pride of a Champion,0,0,0
Dmitriy Sosnovskiy vs. Mark Godbeer | UFC Fight Night 127 - Werdum vs. Volkov,Dmitriy Sosnovskiy,1,10481,75,240,1981,0,10,0,6,1,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,240,10,Mark Godbeer,1,12534,76,245,3144,483,13,3,9,2,1,0,2,1,0,0,2,1,0,0,1,0,0,1,0,0,3,332,2,UFC Fight Night 127 - Werdum vs. Volkov,1,2,1
Desmond Green vs. Gleison Tibau | UFC Fight Night 131 - Rivera vs. Moraes,Gleison Tibau,1,12745,70,155,6734,4213,33,13,4,13,16,0,4,2,6,0,0,3,0,0,0,0,1,1,0,0,27,538,-3,Desmond Green,1,10460,70,155,2252,419,20,7,5,1,14,0,0,2,5,0,1,2,0,0,1,0,0,0,2,0,3,766,-2,UFC Fight Night 131 - Rivera vs. Moraes,0,0,0
Jeremy Jackson vs. Nick Diaz | UFC 44 - Undisputed,Nick Diaz,1,7360,73,170,756,0,7,2,3,3,1,0,1,0,1,0,2,1,1,1,0,0,0,0,1,0,0,384,2,Jeremy Jackson,1,7677,70,170,747,0,6,3,5,0,1,0,2,1,0,0,2,1,1,0,1,0,1,0,0,0,0,183,-1,UFC 44 - Undisputed,1,2,1
Ryan Jimmo vs. Sean O'Connell | UFC - The Ultimate Fighter Nations Finale,Ryan Jimmo,1,11828,74,205,2629,634,18,3,6,2,9,0,2,0,1,0,1,2,0,0,1,0,1,0,1,0,4,613,-1,Sean O'Connell,1,11184,73,205,2560,0,15,4,5,3,4,0,2,2,0,0,3,0,1,1,1,0,0,0,0,0,0,402,6,UFC - The Ultimate Fighter Nations Finale,1,1,1
Jenel Lausa vs. Yuta Sasaki | UFC Fight Night 132 - Cerrone vs. Edwards,Yuta Sasaki,1,10486,70,125,2995,1400,20,5,1,11,7,0,1,2,2,0,1,2,0,1,0,0,0,1,1,0,7,513,-1,Jenel Lausa,1,10918,65,125,2442,574,7,4,2,2,3,0,0,1,3,0,1,2,0,0,1,0,0,0,2,0,3,734,-2,UFC Fight Night 132 - Cerrone vs. Edwards,1,2,1
Dan Hardy vs. Duane Ludwig | UFC 146 - Dos Santos vs. Mir,Dan Hardy,1,10967,72,170,2911,1316,23,10,12,3,8,0,1,4,3,1,0,3,0,0,0,0,1,1,1,0,8,656,-4,Duane Ludwig,1,12349,70,170,4494,3319,21,12,13,3,5,0,5,6,1,0,2,1,0,0,2,0,0,1,0,0,7,320,-1,UFC 146 - Dos Santos vs. Mir,1,1,1
Tim Hague vs. Todd Duffee | UFC 102 - Couture vs. Nogueira,Tim Hague,1,9490,76,264,1065,98,10,1,5,3,2,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,1,419,5,Todd Duffee,1,8667,75,241,932,0,5,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,135,5,UFC 102 - Couture vs. Nogueira,0,1,1
George Sotiropoulos vs. Joe Lauzon | UFC 123 - Rampage vs. Machida,George Sotiropoulos,1,12187,70,155,2191,1078,13,2,1,7,5,0,0,0,1,1,3,0,0,1,2,0,0,0,0,0,6,553,7,Joe Lauzon,1,9678,70,155,2464,1519,19,5,4,15,0,0,2,2,1,0,2,1,0,2,0,0,0,0,1,0,8,316,1,UFC 123 - Rampage vs. Machida,1,2,1
Nikita Krylov vs. Stanislav Nedkov | UFC on Fox 14 - Gustafsson vs. Johnson,Stanislav Nedkov,1,12187,71,203,3213,1246,12,1,6,4,2,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,3,332,-1,Nikita Krylov,1,8358,75,205,911,511,16,4,6,10,0,0,1,3,0,0,2,1,2,0,0,0,0,1,0,0,4,129,1,UFC on Fox 14 - Gustafsson vs. Johnson,0,2,1
Alejandro Perez vs. Andre Soukhamthath | UFC Fight Night 114 - Pettis vs. Moreno,Andre Soukhamthath,1,10513,69,135,2156,154,11,4,7,3,1,0,0,0,4,0,2,1,2,0,0,0,0,0,1,0,1,608,-1,Alejandro Perez,1,10199,66,135,4402,994,17,6,4,5,4,0,0,3,2,0,2,0,2,0,0,0,0,0,0,0,5,410,2,UFC Fight Night 114 - Pettis vs. Moreno,0,0,0
Curt Warburton vs. Spencer Fisher | UFC 120 - Bisping vs. Akiyama,Curt Warburton,1,6605,72,155,1246,0,6,1,4,1,1,0,0,1,0,0,2,1,0,1,1,0,0,1,0,0,0,242,2,Spencer Fisher,1,12578,67,155,2982,1839,23,6,10,9,4,0,2,0,4,0,1,2,0,0,1,0,1,0,1,0,13,493,-2,UFC 120 - Bisping vs. Akiyama,0,0,0
Nate Marquardt vs. Thales Leites | UFC 85 - Bedlam,Nate Marquardt,1,10641,72,185,3339,1036,26,7,6,13,7,0,1,2,4,0,2,1,0,1,1,0,1,0,0,0,6,580,1,Thales Leites,1,9771,73,185,1658,574,12,1,2,8,2,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,4,361,3,UFC 85 - Bedlam,0,0,0
Nick Osipczak vs. Rick Story | UFC 112 - Invincible,Nick Osipczak,1,9232,73,170,756,294,5,0,2,3,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,2,267,5,Rick Story,1,9356,70,170,886,301,9,3,2,3,4,0,0,0,3,0,2,1,0,1,1,0,0,0,1,0,3,669,2,UFC 112 - Invincible,0,0,0
Matt Hamill vs. Roger Hollett | UFC 152 - Jones vs. Belfort,Roger Hollett,1,12403,70,205,2338,0,13,3,4,7,2,0,1,1,1,0,3,0,1,0,2,0,0,0,0,0,0,322,5,Matt Hamill,1,13136,74,205,2583,2282,10,4,6,0,3,0,2,0,2,0,1,2,0,0,1,0,1,0,1,0,13,543,-2,UFC 152 - Jones vs. Belfort,0,0,0
Ion Cutelaba vs. Jared Cannonier | UFC - The Ultimate Fighter 24 Finale,Ion Cutelaba,1,8390,73,205,1703,168,12,2,9,2,1,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,2,191,1,Jared Cannonier,1,11950,72,185,1994,700,8,1,5,2,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,0,2,291,1,UFC - The Ultimate Fighter 24 Finale,0,0,0
Igor Pokrajac vs. James Irvin | UFC Live 2 - Jones vs. Matyushenko,James Irvin,1,11646,74,185,2618,2003,14,6,10,2,1,1,4,1,1,0,1,2,1,0,0,0,2,0,0,0,9,255,-2,Igor Pokrajac,1,11534,72,205,2730,316,21,7,4,6,1,0,2,1,2,0,1,2,1,0,0,0,1,0,1,0,2,172,-2,UFC Live 2 - Jones vs. Matyushenko,0,2,1
Nate Quarry vs. Rich Franklin | UFC 56 - Full Force,Nate Quarry,1,12299,72,185,1533,224,8,1,5,2,1,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,3,268,4,Rich Franklin,1,11368,73,185,2345,939,20,1,15,5,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,5,265,6,UFC 56 - Full Force,0,1,1
Felipe Arantes vs. Godofredo Castro | UFC on Fuel TV 10 - Nogueira vs. Werdum,Godofredo Castro,1,9473,70,145,3463,350,9,1,3,5,1,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,2,351,1,Felipe Arantes,1,9251,68,145,1882,651,14,5,6,4,4,0,0,2,3,0,1,1,0,0,1,0,0,0,1,0,3,549,1,UFC on Fuel TV 10 - Nogueira vs. Werdum,0,1,1
Nick Hein vs. Yusuke Kasuya | UFC Fight Night 75 - Barnett vs. Nelson,Nick Hein,1,11477,66,155,2240,483,12,2,1,4,7,0,1,0,1,0,2,1,0,0,2,0,0,0,1,0,3,676,1,Yusuke Kasuya,1,9445,67,154,1989,0,9,1,1,8,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,419,3,UFC Fight Night 75 - Barnett vs. Nelson,1,0,0
Aaron Simpson vs. Ed Herman | UFC 102 - Couture vs. Nogueira,Aaron Simpson,1,12824,72,170,3422,150,6,0,5,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,257,6,Ed Herman,1,10558,74,205,2303,1162,17,7,4,11,2,0,0,5,2,0,1,2,0,0,1,0,0,1,1,0,8,476,1,UFC 102 - Couture vs. Nogueira,1,1,1
Chan Sung Jung vs. Dustin Poirier | UFC on Fuel TV 3 - Korean Zombie vs. Poirier,Chan Sung Jung,1,9191,69,145,1787,416,12,3,3,7,2,0,1,0,2,0,2,1,1,1,0,0,1,0,0,0,2,412,2,Dustin Poirier,1,8517,69,155,1095,500,12,1,5,5,2,0,0,0,1,0,3,0,0,2,1,0,0,0,0,0,4,371,5,UFC on Fuel TV 3 - Korean Zombie vs. Poirier,1,2,1
Clay Harvison vs. Seth Baczynski | UFC Fight Night 25 - Shields vs. Ellenberger,Clay Harvison,1,11314,73,160,1702,105,9,2,4,3,1,0,1,1,0,0,3,0,2,0,1,0,0,0,0,0,1,304,3,Seth Baczynski,1,10918,75,185,2031,455,13,6,5,8,0,0,1,3,2,0,2,1,2,0,0,0,0,0,1,0,1,275,2,UFC Fight Night 25 - Shields vs. Ellenberger,0,2,1
Joseph Morales vs. Roberto Sanchez | UFC Fight Night 114 - Pettis vs. Moreno,Roberto Sanchez,1,11476,66,125,890,0,7,0,0,6,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,473,7,Joseph Morales,1,8384,66,125,966,0,8,0,2,4,2,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,507,8,UFC Fight Night 114 - Pettis vs. Moreno,0,2,1
David Abbott vs. Don Frye | UFC - Ultimate Ultimate 1996,Don Frye,1,11337,73,210,295,295,7,1,5,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7,334,1,David Abbott,1,11548,72,250,512,512,4,3,2,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,7,482,-1,UFC - Ultimate Ultimate 1996,1,2,1
Oli Thompson vs. Philip De Fries | UFC on Fox 4 - Shogun vs. Vera,Philip De Fries,1,9602,76,248,1196,273,8,1,0,7,1,0,1,0,0,0,2,1,0,1,1,0,1,0,0,0,2,277,-1,Oli Thompson,1,11903,73,205,1219,154,9,3,4,4,1,0,2,0,1,0,2,1,0,2,0,0,1,0,0,0,1,313,-1,UFC on Fox 4 - Shogun vs. Vera,1,2,1
Josh Neer vs. Nate Diaz | UFC Fight Night 15 - Diaz vs. Neer,Josh Neer,1,9309,71,170,2013,1138,24,6,15,5,4,0,1,3,2,0,3,0,1,1,1,0,0,0,0,0,6,403,3,Nate Diaz,1,8555,72,155,1427,452,9,2,3,6,0,0,0,1,1,0,3,0,0,3,0,0,0,0,0,0,4,394,4,UFC Fight Night 15 - Diaz vs. Neer,0,0,0
Jessica Eye vs. Julianna Pena | UFC 192 - Cormier vs. Gustafsson,Jessica Eye,0,10660,66,125,1946,714,11,3,3,1,7,0,0,1,2,0,1,2,1,0,0,0,0,0,2,0,4,768,-1,Julianna Pena,0,9541,67,134,2338,672,6,2,3,3,0,0,1,0,1,0,2,1,2,0,0,0,0,0,1,0,2,375,2,UFC 192 - Cormier vs. Gustafsson,0,0,0
Glover Teixeira vs. Karl Roberson | UFC Fight Night 143 - Cejudo vs. Dillashaw,Glover Teixeira,1,14328,74,205,6070,2429,27,7,17,6,4,0,3,0,4,0,1,2,1,0,0,0,1,0,1,0,15,428,-1,Karl Roberson,1,10334,73,185,1324,434,7,1,2,3,2,0,0,1,0,0,2,1,0,1,1,0,0,1,0,0,3,327,1,UFC Fight Night 143 - Cejudo vs. Dillashaw,1,2,1
Phil Davis vs. Tim Boetsch | UFC 123 - Rampage vs. Machida,Phil Davis,1,9552,74,205,770,287,7,0,2,2,3,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,470,7,Tim Boetsch,1,10888,72,185,1498,1022,12,3,7,4,1,0,1,0,2,0,3,0,1,1,1,0,0,0,0,0,5,399,4,UFC 123 - Rampage vs. Machida,1,2,1
Mirko Filipovic vs. Mostapha Al-Turk | UFC 99 - The Comeback,Mostapha Al-Turk,1,13118,74,235,2659,168,6,4,6,0,0,0,2,1,1,0,2,1,2,0,0,0,1,0,0,0,1,209,-1,Mirko Filipovic,1,12695,74,234,2855,861,24,6,19,1,3,0,2,1,3,0,2,0,2,0,0,0,0,0,0,0,3,435,2,UFC 99 - The Comeback,0,1,1
Alex Garcia vs. Neil Magny | UFC Fight Night 49 - Henderson vs. dos Anjos,Alex Garcia,1,9902,69,171,1821,259,12,1,5,5,2,0,1,0,0,0,3,0,1,1,1,0,0,0,0,0,2,327,6,Neil Magny,1,9882,75,170,1477,546,11,3,3,2,6,0,0,2,1,0,3,0,1,0,2,0,0,0,0,0,6,654,3,UFC Fight Night 49 - Henderson vs. dos Anjos,0,0,0
Joanna Jedrzejczyk vs. Rose Namajunas | UFC 223 - Khabib vs. Iaquinta,Joanna Jedrzejczyk,0,11190,66,115,2149,1351,14,1,4,1,9,0,1,0,0,0,2,1,0,0,2,0,1,0,0,0,9,850,-1,Rose Namajunas,0,9413,65,115,1918,1212,7,3,1,5,1,0,0,1,2,0,2,1,1,1,0,0,0,0,1,0,7,638,2,UFC 223 - Khabib vs. Iaquinta,0,0,0
Hermes Franca vs. Sean Sherk | UFC 73 - Stacked,Sean Sherk,1,12389,66,155,2940,2325,33,2,10,11,12,0,1,0,1,0,2,1,0,0,2,0,1,0,0,0,7,567,2,Hermes Franca,1,12002,66,170,2058,1534,18,5,6,11,1,0,1,0,4,0,3,0,1,2,0,0,0,0,0,0,7,385,8,UFC 73 - Stacked,1,0,0
Daniel Cormier vs. Derrick Lewis | UFC 230 - Cormier vs. Lewis,Daniel Cormier,1,14473,71,205,3326,2023,21,1,10,4,7,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,12,659,6,Derrick Lewis,1,12322,75,264,3130,1659,21,5,18,1,2,0,3,0,2,0,3,0,2,0,1,0,0,0,0,0,15,547,3,UFC 230 - Cormier vs. Lewis,1,2,1
Justin Ledet vs. Mark Godbeer | UFC Fight Night 99 - Mousasi vs. Hall 2,Justin Ledet,1,10279,76,205,2226,105,7,0,2,3,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,379,7,Mark Godbeer,1,12051,76,245,2661,0,11,2,9,2,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,309,3,UFC Fight Night 99 - Mousasi vs. Hall 2,1,2,1
